Date,ATHENS GENERAL INDEX,LAMDA,JUMBO,MYTILINAIOS,AEGEAN,OTE,OPAP,TERNA,DEH,TPEIRAIWS,ETE,EUROBANK,ALPHA
20/05/2019,717.21,5.9876,13.3635,8.0571,7.2751,10.4114,7.0022,6.4087,1.328,1.45,1.9935,0.7052,1.197
17/05/2019,729.31,6.0723,13.736,8.2642,7.2937,10.3931,7.0189,6.4182,1.288,1.45,2.089,0.7132,1.22
16/05/2019,726.51,6.0629,13.5032,8.2873,7.3123,10.3748,6.9646,6.3518,1.28,1.426,2.112,0.7062,1.221
15/05/2019,722.88,6.0064,13.4194,8.3011,7.4146,10.3931,6.9897,6.2853,1.28,1.42,2.041,0.7092,1.223
14/05/2019,732.06,6.1006,13.6057,8.5635,7.4425,10.4939,7.1982,6.3518,1.282,1.455,2.078,0.7003,1.265
13/05/2019,724.65,6.0347,13.7826,8.407,7.5634,10.384,7.34,6.3518,1.307,1.406,2.011,0.6834,1.21
10/05/2019,736.01,6.1288,14.062,8.4346,7.5821,10.384,7.4401,6.3802,1.3,1.537,2.04,0.7018,1.235
09/05/2019,728.62,6.1194,14.2669,8.3885,7.6658,10.3657,7.3608,6.3992,1.348,1.494,1.88,0.6844,1.217
08/05/2019,743.01,6.1477,14.4717,8.5267,7.7681,10.5305,7.5902,6.4847,1.432,1.63,1.9,0.7127,1.24
07/05/2019,758.97,6.2041,14.9094,8.674,8.0193,10.6037,7.6986,6.5322,1.4,1.764,1.93,0.7444,1.296
06/05/2019,754.2,6.223,14.6333,8.5175,7.9077,10.7594,7.6861,6.4942,1.34,1.747,1.9,0.7295,1.288
03/05/2019,774.37,6.3454,14.8082,8.9042,8.103,10.9883,7.878,6.5511,1.314,1.827,1.98,0.7538,1.347
02/05/2019,775.16,6.4301,14.7714,8.8904,8.0472,11.2173,7.9989,6.4372,1.3,1.773,1.957,0.7474,1.362
30/04/2019,773.24,6.4113,14.9094,8.8996,7.8425,11.3363,8.0072,6.5891,1.26,1.805,1.954,0.739,1.382
25/04/2019,772.74,6.3924,14.9554,8.7431,7.7681,11.263,7.7987,6.5511,1.332,1.791,1.96,0.73,1.44
24/04/2019,772.66,6.3548,14.9094,8.7477,7.8984,11.2173,7.8237,6.5511,1.3,1.811,1.98,0.731,1.435
23/04/2019,776.4,6.3924,14.6149,8.8029,7.917,11.2081,7.8237,6.5606,1.584,1.855,1.9645,0.7335,1.445
18/04/2019,778.42,6.4772,14.7806,8.8489,8.0007,11.2814,7.8071,6.5227,1.795,1.78,1.95,0.734,1.47
17/04/2019,773.44,6.4772,14.8634,8.9226,7.9542,11.2173,7.8071,6.4942,1.794,1.692,1.928,0.7271,1.448
16/04/2019,775.78,6.383,14.4401,8.9042,7.8332,11.437,7.7987,6.4562,1.807,1.725,1.928,0.7385,1.459
15/04/2019,773.51,6.4583,13.9339,8.9502,7.7402,11.3546,7.8154,6.4657,1.77,1.791,1.925,0.729,1.52
12/04/2019,765.67,6.4677,13.851,8.8582,7.703,11.3729,7.8154,6.4467,1.811,1.852,1.901,0.6834,1.48
11/04/2019,764.13,6.4207,13.621,8.8582,7.7402,11.4737,7.8154,6.2663,1.795,1.845,1.881,0.6963,1.495
10/04/2019,755.53,6.4113,13.6578,8.6924,7.703,11.263,7.8071,6.2378,1.699,1.78,1.82,0.6914,1.457
09/04/2019,753.16,6.4772,13.713,8.7477,7.61,11.1165,7.8655,6.2093,1.682,1.743,1.847,0.6899,1.445
08/04/2019,753.58,6.3077,13.713,8.7477,7.6472,11.1623,7.757,6.1714,1.712,1.695,1.856,0.6993,1.4
05/04/2019,754.42,6.3077,13.667,8.6924,7.5914,11.1532,7.6736,6.1904,1.66,1.629,1.891,0.7127,1.399
04/04/2019,745,6.2512,13.5565,8.5359,7.6193,11.0982,7.6611,6.1714,1.62,1.45,1.83,0.7191,1.308
03/04/2019,749.4,6.2889,13.621,8.6141,7.5262,11.1532,7.6736,6.1714,1.621,1.44,1.86,0.7315,1.362
02/04/2019,743.46,6.2324,13.6302,8.5865,7.4518,10.9883,7.7737,6.1714,1.64,1.389,1.7565,0.732,1.3
01/04/2019,741.01,6.2136,13.6946,8.4622,7.6286,10.9883,7.757,6.1239,1.626,1.416,1.75,0.7221,1.328
29/03/2019,721.37,6.0347,13.713,8.2965,7.6937,10.9334,7.6736,6.1239,1.551,1.218,1.556,0.7042,1.234
28/03/2019,713.66,5.9405,13.7314,8.1031,7.3495,10.9242,7.5318,6.0859,1.565,1.201,1.505,0.6829,1.22
27/03/2019,713.73,6.0159,13.4369,8.2504,7.4053,10.677,7.3817,6.1904,1.562,1.212,1.546,0.6735,1.22
26/03/2019,712.25,6.0912,13.6762,8.1583,7.3495,10.6037,7.4734,6.1999,1.57,1.196,1.539,0.6517,1.215
22/03/2019,708.24,6.0818,13.6026,8.1399,7.3216,10.3657,7.5068,6.1524,1.557,1.2,1.535,0.6358,1.245
21/03/2019,717.9,6.0818,13.5841,8.3517,7.3495,10.3199,7.5318,6.2188,1.591,1.28,1.659,0.6621,1.34
20/03/2019,715.47,6.0347,13.713,8.3977,7.2378,10.1825,7.5068,6.1049,1.6,1.25,1.646,0.6527,1.31
19/03/2019,714.44,5.9782,13.713,8.1768,7.2751,10.21,7.4484,6.0384,1.59,1.315,1.681,0.6348,1.31
18/03/2019,725.41,6.1006,13.713,8.186,7.3495,10.2375,7.3733,6.1429,1.654,1.4,1.715,0.6626,1.382
15/03/2019,722.12,6.1382,13.5841,8.2044,7.396,10.091,7.34,6.1714,1.646,1.4,1.7,0.6497,1.389
14/03/2019,719.9,6.0818,13.5473,8.0847,7.3495,10.1184,7.2566,6.1809,1.68,1.421,1.672,0.6507,1.38
13/03/2019,710.19,5.9876,13.6946,8.0386,7.1727,9.8529,7.1732,6.1429,1.66,1.398,1.59,0.6427,1.317
12/03/2019,703.91,5.9405,13.6946,8.0018,7.2192,9.7979,7.2899,6.1334,1.53,1.395,1.569,0.6299,1.278
08/03/2019,696.56,5.8558,13.2344,7.9742,7.2099,9.8437,7.4693,6.1144,1.538,1.38,1.548,0.6155,1.2
07/03/2019,704.43,5.9688,13.3264,8.0478,7.3588,9.7705,7.5652,6.1714,1.48,1.428,1.61,0.6328,1.264
06/03/2019,707.17,6.0723,13.0135,8.2044,7.4797,9.7705,7.5235,6.1999,1.5,1.4,1.621,0.6398,1.259
05/03/2019,698.83,6.1477,13.1976,8.232,7.3681,9.7979,7.5068,6.1429,1.47,1.24,1.51,0.6199,1.217
04/03/2019,704.21,6.2136,13.2896,8.2873,7.4332,9.8437,7.5652,6.0764,1.509,1.2,1.509,0.6447,1.22
01/03/2019,712.61,6.2889,13.216,8.4162,7.5076,10.0269,7.7153,6.1714,1.578,1.275,1.57,0.6616,1.254
28/02/2019,707.51,6.1194,13.1608,8.4438,7.2564,10.21,7.5068,6.2663,1.572,1.23,1.59,0.6636,1.24
27/02/2019,695.24,6.0912,13.713,8.2504,7.3216,10.2558,7.415,6.2663,1.56,1,1.455,0.6085,1.16
26/02/2019,692.84,6.1194,13.621,8.1491,7.3309,10.2558,7.5402,6.2948,1.51,0.9455,1.41,0.615,1.16
25/02/2019,686.77,6.1288,13.3633,8.186,7.3216,10.1184,7.4901,6.3043,1.37,0.92,1.455,0.5842,1.189
22/02/2019,676.87,6.11,13.4001,8.232,7.3309,9.8803,7.5735,6.1809,1.35,0.8255,1.346,0.5505,1.112
21/02/2019,677.17,6.0347,13.6026,8.3701,7.4425,9.743,7.5902,6.2188,1.339,0.83,1.36,0.5555,1.14
20/02/2019,671.5,6.11,13.621,8.3517,7.489,9.7979,7.5068,6.2663,1.331,0.79,1.274,0.547,1.116
19/02/2019,666.96,6.0441,13.4369,8.1583,7.5541,9.7521,7.4276,6.0764,1.35,0.782,1.247,0.552,1.105
18/02/2019,667.46,6.0347,13.805,8.186,7.5169,9.7796,7.4734,6.0954,1.354,0.755,1.23,0.555,1.1
15/02/2019,655.1,5.837,13.6026,8.0202,7.4425,9.6606,7.4234,6.0954,1.326,0.694,1.115,0.5351,1.04
14/02/2019,654.03,5.8276,13.805,8.011,7.3495,9.569,7.4234,6.1049,1.33,0.71,1.08,0.5406,1.02
13/02/2019,656.08,5.7899,13.5657,7.965,7.2564,9.5599,7.4609,6.029,1.312,0.72,1.104,0.5356,0.996
12/02/2019,655.09,5.8464,13.5657,7.9558,7.3495,9.569,7.3358,5.9055,1.31,0.718,1.105,0.5411,0.995
11/02/2019,654.57,5.8181,13.5657,8.0939,7.3495,9.7064,7.3316,5.9625,1.311,0.661,1.095,0.5455,0.97
08/02/2019,649.87,5.8181,13.1976,8.1215,7.2471,9.6789,7.1606,5.972,1.315,0.69,1.067,0.5401,0.924
07/02/2019,645.16,5.7522,13.0688,7.7624,7.1634,9.6423,7.1398,5.9435,1.317,0.71,1.07,0.5277,0.92
06/02/2019,654.39,5.8746,13.4369,7.9742,7.2471,9.7613,7.1732,5.8865,1.395,0.764,1.081,0.5455,0.945
05/02/2019,652.71,5.8746,13.4921,7.8361,7.2285,9.7979,7.1315,5.8865,1.359,0.748,1.06,0.5535,0.94
04/02/2019,647.19,5.7805,13.3449,7.9005,7.2099,9.8346,7.1023,5.6587,1.314,0.65,1.028,0.5609,0.89
01/02/2019,641.48,5.8181,13.3449,7.6887,7.182,10.0635,7.1064,5.6017,1.308,0.57,1,0.5555,0.87
31/01/2019,634.64,5.7428,13.1424,7.569,7.0704,10.0269,7.1106,5.6492,1.302,0.57,0.9775,0.5396,0.873
30/01/2019,635.67,5.6487,13.0872,7.6611,7.1076,10.0635,7.2983,5.6302,1.318,0.575,0.9675,0.5277,0.911
29/01/2019,635.51,5.6016,13.1976,7.569,7.0425,10.2192,7.3233,5.6017,1.35,0.58,0.97,0.5158,0.92
28/01/2019,630.7,5.6204,12.9767,7.4309,7.0239,9.9902,7.1732,5.5542,1.34,0.582,0.96,0.5059,0.935
25/01/2019,633.32,5.5734,12.8847,7.5414,7.0704,10.1093,7.1315,5.5542,1.35,0.59,0.96,0.4959,0.974
24/01/2019,632.34,5.6299,12.6638,7.5138,7.0704,10.1642,7.1315,5.5542,1.39,0.61,0.965,0.4969,0.974
23/01/2019,631.32,5.6769,12.7742,7.3849,6.9867,10.1551,7.0981,5.5542,1.39,0.618,0.9635,0.492,0.968
22/01/2019,630.17,5.6393,12.6086,7.4954,7.1076,10.0818,7.0981,5.5447,1.375,0.63,0.965,0.486,0.99
21/01/2019,619.27,5.5075,12.8847,7.302,6.9494,9.7979,7.0147,5.4593,1.359,0.618,0.92,0.4721,0.93
18/01/2019,617.37,5.3945,12.9767,7.0626,6.8657,9.7979,6.9646,5.4593,1.277,0.656,0.95,0.486,0.95
17/01/2019,616.96,5.4416,12.6638,7.1178,6.8936,9.8803,6.8312,5.2979,1.295,0.68,0.958,0.4924,0.91
16/01/2019,622.76,5.5451,12.6086,7.1178,6.8285,9.8895,6.631,5.165,1.316,0.705,1,0.5059,1.006
15/01/2019,622.78,5.6487,12.6086,7.0902,6.6983,9.862,6.6727,5.2029,1.33,0.721,1,0.5059,1.05
14/01/2019,629.88,5.6675,12.7006,6.906,6.7541,9.9811,6.606,5.1934,1.35,0.7475,1.08,0.5158,1.12
11/01/2019,635.7,5.7146,12.535,7.0902,6.8006,9.8895,6.6477,5.1934,1.363,0.789,1.14,0.5356,1.165
10/01/2019,633.2,5.7711,11.8539,7.1455,6.6983,9.8254,6.6727,5.2694,1.36,0.81,1.18,0.5356,1.18
09/01/2019,638.22,5.7899,11.7619,7.2467,6.8006,9.8895,6.8395,5.3169,1.38,0.8285,1.2,0.548,1.209
08/01/2019,626.13,5.6958,11.7803,7.0994,6.782,9.6606,6.7144,5.3169,1.373,0.7775,1.107,0.5277,1.152
07/01/2019,620.6,5.6958,11.7803,7.1178,6.7913,9.6606,6.6894,5.3169,1.34,0.74,1.073,0.5118,1.106
04/01/2019,615.69,5.5734,11.6883,6.9705,6.6983,9.6972,6.6393,5.0985,1.298,0.75,1.063,0.5049,1.1
03/01/2019,607.05,5.3286,11.2465,6.7955,6.5866,9.2027,6.5393,5.1255,1.292,0.75,1.05,0.5059,1.091
02/01/2019,605.34,5.4133,11.5594,6.7219,6.6797,8.809,6.3975,5.0356,1.318,0.79,1.07,0.5059,1.094
31/12/2018,613.3,5.3663,11.7067,6.7127,6.8657,8.7174,6.3349,5.0356,1.294,0.84,1.1,0.5356,1.1
28/12/2018,603.84,5.3663,11.541,6.7771,6.7541,8.7998,6.3975,5.0356,1.274,0.81,1.047,0.5059,1.037
27/12/2018,597.83,5.2439,11.7803,6.8048,6.6797,8.928,6.3891,5.0356,1.316,0.78,0.996,0.4632,1.037
21/12/2018,608.58,5.4886,11.8355,6.9153,6.8099,9.0196,6.4225,5.1884,1.349,0.803,1.049,0.4791,1.116
20/12/2018,613.5,5.6299,12.3325,6.9889,6.7913,9.1569,6.5893,5.1704,1.349,0.758,1.03,0.4984,1.08
19/12/2018,618.98,5.4039,12.3141,7.0073,6.9401,9.3035,6.7978,5.1794,1.335,0.81,1.062,0.4989,1.12
18/12/2018,625.31,5.5263,12.5718,7.1178,7.0518,9.5049,6.8062,5.2514,1.342,0.83,1.104,0.488,1.128
17/12/2018,632.04,5.5545,12.3325,6.9705,6.9401,9.8346,7.048,5.2873,1.379,0.85,1.146,0.4959,1.182
14/12/2018,645.24,5.6299,12.6638,7.1547,7.1076,10.0177,7.0856,5.2873,1.458,0.877,1.16,0.5108,1.24
13/12/2018,648.49,5.5545,12.6638,7.3572,7.2564,9.9536,7.1565,5.3952,1.48,0.92,1.175,0.5123,1.246
12/12/2018,646.16,5.6958,12.4271,7.2744,7.1262,9.8987,7.1315,5.3952,1.44,0.94,1.161,0.5118,1.23
11/12/2018,635.84,5.7334,12.2641,7.1362,7.0332,9.7796,6.9313,5.4312,1.344,0.945,1.127,0.5103,1.23
10/12/2018,638.2,5.7146,12.2822,7.2099,7.0332,9.7888,7.0897,5.4402,1.34,0.918,1.121,0.5098,1.25
07/12/2018,648.71,5.7993,12.5177,7.3572,7.0518,10.0085,7.1315,5.4312,1.37,0.956,1.143,0.5237,1.272
06/12/2018,652.04,5.7428,12.3728,7.2744,7.1262,10.036,7.2566,5.3952,1.39,0.971,1.16,0.5406,1.31
05/12/2018,656.92,5.7428,12.4996,7.4585,7.2099,9.9719,7.2566,5.4402,1.41,0.949,1.16,0.5396,1.35
04/12/2018,656.96,5.5357,12.5539,7.3204,7.1169,9.9628,7.2649,5.5301,1.418,0.95,1.148,0.5594,1.34
03/12/2018,659.72,5.5734,12.5177,7.5782,7.2564,9.9902,7.2149,5.5661,1.388,0.97,1.18,0.5951,1.37
30/11/2018,630.23,5.4604,12.1735,7.0718,6.8378,9.5599,6.9229,5.3952,1.319,0.875,1.024,0.5594,1.25
29/11/2018,618.16,5.4227,11.8655,6.6758,6.8843,9.2668,6.7144,5.5301,1.22,0.87,0.99,0.5505,1.19
28/11/2018,603.11,5.2721,11.63,6.1694,6.6238,9.2485,6.7144,5.5121,1.17,0.852,0.95,0.487,1.106
27/11/2018,604.26,5.3192,11.4489,6.2615,6.4285,9.2485,6.8395,5.4492,1.152,0.902,0.93,0.4959,1.106
26/11/2018,603.43,5.4886,11.3583,6.3904,6.4099,9.0654,6.7978,5.4402,1.2,0.98,1.018,0.4846,1.12
23/11/2018,602.6,5.4227,11.3221,6.3628,6.382,9.0745,6.7144,5.4852,1.244,0.961,1.05,0.4646,1.139
22/11/2018,598.73,5.3663,11.2134,6.3812,6.2889,9.2119,6.7144,5.5121,1.223,0.93,1.018,0.4426,1.095
21/11/2018,599.95,5.4604,11.2315,6.5009,6.4192,9.2485,6.6018,5.5391,1.211,0.96,1.009,0.4408,1.104
20/11/2018,593.05,5.4604,10.9598,6.4641,6.2796,8.983,6.3724,5.5751,1.191,0.94,1.002,0.4434,1.07
19/11/2018,617.18,5.5169,11.8293,7.0534,6.568,9.3401,6.802,5.629,1.235,0.97,1.045,0.4715,1.162
16/11/2018,625.69,5.5828,11.8655,7.3388,6.7727,9.4866,6.8395,5.6111,1.27,1.024,1.11,0.4815,1.21
15/11/2018,630.59,5.6487,11.7749,7.5506,6.782,9.5232,7.0647,5.6111,1.333,1.02,1.139,0.5039,1.188
14/11/2018,634.64,5.6487,11.7568,7.5046,6.7634,9.3401,7.0647,5.6111,1.386,1.042,1.21,0.5455,1.245
13/11/2018,644,5.6393,11.5576,7.5322,6.6983,9.3309,7.1231,5.5931,1.389,1.111,1.394,0.6051,1.283
12/11/2018,635.2,5.6016,11.5576,7.3941,6.4657,9.3218,7.0022,5.5931,1.354,1.091,1.322,0.5555,1.235
09/11/2018,643.42,5.6958,11.6119,7.4217,6.4657,9.5507,7.0063,5.5751,1.35,1.168,1.394,0.5882,1.278
08/11/2018,640.67,5.7899,11.7931,7.3757,6.3726,9.3401,7.0105,5.5121,1.355,1.22,1.434,0.5951,1.284
07/11/2018,640.75,5.837,12.0286,7.302,6.4285,9.3126,7.0063,5.5031,1.387,1.183,1.423,0.607,1.33
06/11/2018,629.84,5.884,11.7206,7.0718,6.4099,9.1112,6.9897,5.4672,1.345,1.08,1.39,0.5634,1.289
05/11/2018,618.84,5.7805,11.5757,6.9337,6.1866,9.0013,6.9813,5.4222,1.28,1.08,1.365,0.5059,1.245
02/11/2018,619.4,5.8181,11.0866,7.0257,6.2052,8.928,6.9313,5.4222,1.287,1.123,1.386,0.4969,1.255
01/11/2018,619.32,5.6487,11.3221,7.0902,6.1959,8.7998,6.7436,5.4312,1.282,1.211,1.492,0.5455,1.24
31/10/2018,640.15,5.7428,11.6663,7.1915,6.2145,9.0196,6.9229,5.5121,1.326,1.3,1.53,0.5902,1.335
30/10/2018,636.65,5.611,11.7749,6.9981,6.2796,8.9738,6.8395,5.4852,1.32,1.287,1.489,0.5813,1.314
29/10/2018,640.07,5.6299,11.7931,7.0902,6.2703,8.9372,7.0063,5.5121,1.305,1.28,1.5,0.5813,1.313
26/10/2018,633.27,5.5828,11.8293,7.0902,6.2889,9.0287,6.948,5.5571,1.225,1.22,1.458,0.5475,1.277
25/10/2018,633.46,5.5828,11.7749,7.081,6.3168,8.9463,7.0022,5.5571,1.22,1.248,1.509,0.5455,1.292
24/10/2018,632.56,5.5922,11.7206,7.2559,6.3726,8.9097,7.0897,5.5571,1.24,1.206,1.51,0.5555,1.263
23/10/2018,619.47,5.6204,11.5032,7.0534,6.3726,8.7632,7.1231,5.5751,1.205,1.07,1.4,0.5083,1.151
22/10/2018,626.61,5.6487,11.467,7.1639,6.3726,8.8365,7.1815,5.638,1.163,1.103,1.4,0.5227,1.141
19/10/2018,624.81,5.6393,11.467,7.3112,6.1866,8.7907,7.1231,5.629,1.215,1.11,1.429,0.4932,1.12
18/10/2018,631.88,5.7334,11.5032,7.3296,6.3075,8.809,7.1148,5.674,1.217,1.168,1.463,0.4964,1.145
17/10/2018,637.08,5.6487,11.4126,7.348,6.354,9.0196,7.1064,5.5931,1.198,1.17,1.52,0.5178,1.181
16/10/2018,644.66,5.611,11.6844,7.3664,6.5122,9.2851,7.1481,5.5931,1.26,1.18,1.54,0.5326,1.2
15/10/2018,634.47,5.5075,11.3764,7.2928,6.5122,9.0654,6.9229,5.4042,1.242,1.161,1.5,0.5257,1.166
12/10/2018,628.33,5.4981,11.0866,7.2744,6.2331,8.8502,6.8354,5.4582,1.192,1.161,1.54,0.5029,1.152
11/10/2018,626.86,5.4792,11.0503,7.3112,6.4378,8.7174,6.8979,5.5031,1.21,1.17,1.568,0.4969,1.156
10/10/2018,625.83,5.5922,10.5975,7.4769,6.2796,8.9234,6.9762,5.5301,1.16,1.1,1.478,0.4922,1.155
09/10/2018,626.17,5.4792,9.8728,7.4862,6.4564,8.8731,6.9391,5.62,1.219,1.127,1.538,0.4959,1.172
08/10/2018,641.79,5.5263,10.3801,7.79,6.5122,9.0379,7.0875,5.701,1.23,1.22,1.6,0.5227,1.19
05/10/2018,658.97,5.5545,10.525,7.9742,6.661,9.1844,7.0875,5.7729,1.254,1.37,1.68,0.5912,1.229
04/10/2018,676.36,5.8276,11.0503,8.1123,6.875,9.5324,7.3265,5.8359,1.284,1.42,1.725,0.5783,1.27
03/10/2018,666.84,5.8087,11.1409,7.8821,6.782,9.4774,7.2193,5.7819,1.273,1.3,1.583,0.5326,1.18
02/10/2018,681.17,5.8276,11.6663,7.7532,6.8657,9.6514,7.3017,5.7549,1.364,1.64,1.675,0.6244,1.22
01/10/2018,691.3,6.0253,11.5032,7.8913,7.0332,9.6606,7.4171,5.7549,1.452,1.89,1.726,0.6442,1.248
28/09/2018,691.69,6.0347,11.5938,7.8729,7.0704,9.6789,7.4501,5.7279,1.408,1.88,1.75,0.6437,1.239
27/09/2018,707.92,6.2136,11.7025,8.2136,7.0239,10.1093,7.8951,5.8179,1.387,2.03,1.79,0.6348,1.268
26/09/2018,701.89,6.2324,11.467,8.1215,7.1169,9.9902,8.027,5.7369,1.393,2.03,1.75,0.61,1.22
25/09/2018,699.89,6.1194,11.2315,8.0018,7.2564,10.036,7.9528,5.7459,1.421,2.016,1.769,0.6259,1.23
24/09/2018,689.96,6.1571,11.0322,7.8453,7.2564,9.8254,7.7303,5.665,1.411,1.95,1.684,0.6328,1.198
21/09/2018,698.74,6.4395,11.2677,8.0478,7.303,9.7979,7.7715,5.7369,1.472,2.09,1.723,0.6527,1.246
20/09/2018,681.03,6.3548,11.0322,7.8361,7.089,9.5324,7.4171,5.701,1.443,1.958,1.703,0.6294,1.205
19/09/2018,689.59,6.3736,11.3039,7.7992,7.1727,9.4774,7.4995,5.647,1.517,2.084,1.783,0.6571,1.306
18/09/2018,686.68,6.3736,11.5032,7.7348,7.1355,9.5049,7.3553,5.629,1.479,2.16,1.79,0.6547,1.312
17/09/2018,682.75,6.3359,11.3945,7.7624,7.089,9.5965,7.4253,5.629,1.444,2.068,1.779,0.6165,1.319
14/09/2018,681.69,6.3454,11.4308,7.965,7.2285,9.743,7.4171,5.638,1.44,1.949,1.75,0.6001,1.276
13/09/2018,678.83,6.2606,11.6663,7.8176,7.0425,9.917,7.4171,5.6111,1.437,1.88,1.742,0.5902,1.225
12/09/2018,690.27,6.27,11.6481,7.7624,7.2564,9.9353,7.4583,5.6021,1.47,2.01,1.851,0.6348,1.316
11/09/2018,692.04,6.2418,11.4308,7.9281,7.1634,9.8162,7.4336,5.5571,1.51,2.03,1.874,0.6646,1.345
10/09/2018,705.03,6.383,11.6663,7.9005,7.1169,9.862,7.5242,5.5481,1.6,2.21,2.05,0.6943,1.45
07/09/2018,687.79,6.2041,11.6481,7.6887,6.996,9.395,7.3347,5.4582,1.53,2.084,1.981,0.6547,1.396
06/09/2018,688.77,6.0629,11.7025,7.5966,6.8936,9.2943,7.3265,5.3952,1.521,2.044,1.97,0.6576,1.399
05/09/2018,696.09,6.1382,11.5213,7.8637,7.2099,9.5782,7.4336,5.5211,1.571,2.044,2.034,0.6646,1.39
04/09/2018,710.24,6.2606,11.7749,7.9742,7.4611,9.688,7.5984,5.4672,1.59,2.12,2.18,0.6993,1.438
03/09/2018,726.13,6.2324,11.7749,7.9742,7.2751,10.036,7.7756,5.6021,1.65,2.27,2.35,0.7241,1.535
31/08/2018,729.62,6.2889,11.6663,7.9466,7.3588,10.0635,7.6273,5.4852,1.676,2.4,2.448,0.729,1.582
30/08/2018,739.7,6.1571,12.0104,8.011,7.4797,10.2558,7.8209,5.4852,1.728,2.49,2.448,0.7479,1.685
29/08/2018,742.96,6.27,11.9199,7.8729,7.5355,10.2558,7.8663,5.3053,1.77,2.542,2.448,0.7677,1.718
28/08/2018,737.47,6.0159,11.5938,7.5782,7.5169,10.3016,7.8869,5.3683,1.743,2.51,2.448,0.7638,1.708
27/08/2018,736.27,5.884,11.6844,7.4401,7.4983,10.329,7.8127,5.3683,1.726,2.466,2.452,0.7439,1.713
24/08/2018,724.85,5.8181,11.3583,7.3664,7.4425,10.2192,7.788,5.1974,1.645,2.318,2.398,0.73,1.666
23/08/2018,731.19,5.837,11.5032,7.4954,7.4425,10.2558,7.9487,5.1974,1.684,2.368,2.37,0.738,1.71
22/08/2018,719.46,5.7428,11.5032,7.1178,7.3867,10.2649,7.788,5.1614,1.65,2.364,2.35,0.7191,1.66
21/08/2018,705.2,5.5451,11.7568,7.0718,7.3309,9.9078,7.6643,5.1255,1.582,2.254,2.3,0.6765,1.56
20/08/2018,712.61,5.6487,11.7568,7.3664,7.4425,9.8712,7.6602,5.1614,1.64,2.324,2.35,0.7092,1.579
17/08/2018,710.35,5.6204,11.9923,7.4585,7.5169,9.7521,7.5036,5.1435,1.662,2.29,2.296,0.734,1.562
16/08/2018,707.77,5.5734,11.8112,7.3664,7.3867,9.5049,7.4624,5.1255,1.66,2.32,2.38,0.7385,1.58
14/08/2018,720.32,5.6958,12.101,7.6151,7.4518,9.8895,7.6643,5.1435,1.701,2.32,2.394,0.7638,1.6
13/08/2018,720.71,5.724,11.8655,7.6151,7.5169,9.9628,7.6437,5.1255,1.745,2.316,2.386,0.7717,1.648
10/08/2018,743.73,5.8181,12.0286,7.79,7.6193,10.3016,7.8292,5.1525,1.774,2.524,2.55,0.8104,1.781
09/08/2018,754.65,5.9029,12.2822,7.8268,7.7309,10.329,7.8292,5.1255,1.822,2.622,2.592,0.8297,1.81
08/08/2018,758.04,5.9782,12.3184,7.8545,7.7681,10.329,7.8951,5.1614,1.856,2.66,2.68,0.8481,1.832
07/08/2018,761.29,5.9782,12.3365,7.9189,7.7309,10.2924,7.8292,5.2244,1.878,2.69,2.742,0.8431,1.84
06/08/2018,759.63,5.8935,12.3909,7.8913,7.6844,10.2008,7.9528,5.1974,1.836,2.662,2.75,0.8332,1.85
03/08/2018,761.69,5.8181,12.7351,7.9742,7.8146,10.0726,7.858,5.1614,1.808,2.708,2.78,0.853,1.85
02/08/2018,755.93,5.8558,12.5358,7.9373,7.61,10.0635,7.7055,5.1165,1.799,2.662,2.752,0.8367,1.836
01/08/2018,761.66,5.7617,12.6445,7.8268,7.6007,10.2008,7.8456,5.0356,1.792,2.722,2.8,0.8654,1.88
31/07/2018,761.23,5.8181,12.409,7.9189,7.5728,10.1642,7.8663,5.0535,1.775,2.7,2.782,0.8778,1.867
30/07/2018,758.18,5.8276,12.572,7.9834,7.6844,10.0726,7.9116,5.1525,1.81,2.55,2.734,0.8515,1.867
27/07/2018,751.43,5.7805,12.4452,7.965,7.7216,9.9353,7.8086,5.0356,1.81,2.56,2.636,0.8292,1.827
26/07/2018,755.41,5.8558,12.2097,8.0663,7.7216,9.9994,7.8663,4.9456,1.822,2.526,2.652,0.8332,1.884
25/07/2018,752.78,5.8558,12.2278,7.9926,7.6751,9.8437,7.7921,5.0266,1.806,2.524,2.688,0.8183,1.875
24/07/2018,750.27,5.8276,12.1373,7.8729,7.6844,9.9078,7.9116,4.8917,1.81,2.5,2.6,0.8173,1.85
23/07/2018,751.5,5.7805,12.2459,7.8361,7.8146,9.8254,7.9528,4.8647,1.801,2.584,2.56,0.8104,1.881
20/07/2018,754.36,5.7805,12.2278,7.8821,7.7216,9.6514,7.8374,4.8917,1.851,2.67,2.6,0.8263,1.895
19/07/2018,766.64,5.9217,12.4814,8.0663,7.7681,9.9719,8.0146,4.8287,1.89,2.762,2.638,0.854,1.968
18/07/2018,773.78,5.997,12.8075,8.0847,7.8891,10.036,7.994,4.8557,1.915,2.782,2.64,0.859,1.983
17/07/2018,765.35,5.9782,12.6264,7.9373,7.7681,9.9353,8.0311,4.8827,1.9,2.758,2.598,0.858,1.961
16/07/2018,765.71,5.9405,12.7532,7.8821,7.6937,9.9719,8.1176,4.8108,1.911,2.724,2.6,0.852,1.971
13/07/2018,761.91,5.8935,12.6807,7.744,7.8053,9.8803,8.1011,4.6759,1.902,2.72,2.602,0.8312,1.965
