Date,ATHENS GENERAL INDEX,LAMDA,JUMBO,MYTILINAIOS,AEGEAN,OTE,OPAP,TERNA,DEH,TPEIRAIWS,ETE,EUROBANK,ALPHA
19/02/2021,781.42,6.51,13.35,12.8,4.44,12.31,10.45,12.3,9.33,0.766,2.019,0.5594,0.7692
18/02/2021,782.23,6.56,13.1,12.7,4.39,12.39,10.47,13.78,9.05,0.7562,1.9995,0.55,0.769
17/02/2021,788.75,6.51,13.35,12.97,4.355,12.59,10.59,13.8,8.725,0.802,2.078,0.564,0.7852
16/02/2021,795.91,6.53,13.61,13.18,4.35,12.85,10.73,14.12,8.45,0.84,2.098,0.57,0.809
15/02/2021,796.38,6.67,13.5,12.82,4.27,12.6,10.76,14.5,8.35,0.815,2.126,0.5776,0.83
12/02/2021,776.09,6.35,13.2,12.38,4.215,12.25,10.66,14.38,7.965,0.746,2.061,0.563,0.79
11/02/2021,774.38,6.3,13.35,12.22,4.39,12.3,10.8,14.44,8.05,0.7154,2.031,0.568,0.77
10/02/2021,762.83,6.36,13.15,12.26,4.34,12.2,10.65,14.32,7.8,0.772,2.01,0.56,0.73
09/02/2021,756.88,6.29,13.08,11.96,4.34,12.2,10.41,13.94,7.4,0.82,2.007,0.569,0.7448
08/02/2021,778.01,6.26,13.59,12.35,4.34,12.52,10.8,14.46,7.5,0.8742,2.115,0.5984,0.79
05/02/2021,764.6,6.3,13.73,12.21,4.355,12.4,10.6,14.12,7.3,0.849,2.07,0.59,0.741
04/02/2021,760.78,6.37,13.18,12.16,4.35,12.48,10.5,14.2,7.2,0.8452,2.06,0.578,0.729
03/02/2021,764.33,6.35,13.18,12.44,4.34,12.47,10.5,14.16,7.2,0.856,2.052,0.58,0.748
02/02/2021,760.59,6.29,12.99,12.46,4.27,12.42,10.38,14.1,7.07,0.865,1.999,0.5702,0.7494
01/02/2021,749.73,6.2,12.9,12.14,4,11.97,10,14.02,7.05,0.89,1.972,0.56,0.753
29/01/2021,749.46,6.36,12.95,12.06,4.1,12,10.12,14.06,7.065,0.9,1.951,0.5494,0.755
28/01/2021,754.25,6.45,12.8,11.85,4.2,12.11,9.97,13.8,6.8,0.92,2.01,0.562,0.7896
27/01/2021,743.49,6.38,13.01,11.6,4.35,12.07,10.05,13.8,6.74,0.89,1.811,0.5434,0.7232
26/01/2021,764.7,6.45,13,12.18,4.55,12.32,10.49,14,6.91,0.9282,1.9735,0.57,0.778
25/01/2021,762.13,6.5,13,12.04,4.55,12.24,10.4,13.8,6.84,0.921,2.02,0.574,0.78
22/01/2021,778.98,6.62,12.91,12.27,4.7,12.62,10.5,14,7.03,1.017,2.069,0.585,0.831
21/01/2021,796.77,6.82,13.21,12.55,4.96,12.88,10.94,14.4,7.2,1.0495,2.17,0.5964,0.877
20/01/2021,800.76,6.93,13.2,12.53,4.85,13,11.08,14.2,7.23,1.08,2.129,0.6046,0.899
19/01/2021,799.97,7.07,13.31,12.47,4.82,13.05,11.03,13.78,7.325,1.109,2.031,0.6,0.887
18/01/2021,787.76,6.88,13.15,12.3,4.84,13.02,11,13.9,7.15,1.08,1.9335,0.576,0.846
15/01/2021,790.14,6.9,13.43,12.18,4.8,13.01,10.9,13.84,7.17,1.1295,1.936,0.58,0.863
14/01/2021,794.03,6.85,13.08,12.4,4.895,13.13,11.16,14,7.25,1.1495,1.915,0.579,0.86
13/01/2021,802.19,6.9,13.37,12.45,4.93,13.13,11.17,14.48,7.365,1.16,1.985,0.5836,0.8808
12/01/2021,796.73,6.85,13.75,12.22,4.9,13,11.16,13.68,7.455,1.145,1.959,0.58,0.853
11/01/2021,800.56,6.92,13.94,12.24,4.96,13,11.03,14.26,7.46,1.174,1.977,0.5898,0.841
08/01/2021,819.27,7.03,13.95,12.29,5.09,13.32,11.06,14.78,7.615,1.25,2.09,0.5996,0.885
07/01/2021,820.03,7.22,14.11,12.48,5.08,13.35,10.99,14.48,7.54,1.244,2.16,0.5908,0.904
05/01/2021,813.62,7.16,14.12,12.46,5.08,13.5,10.9,13.76,7.44,1.25,2.169,0.5972,0.92
04/01/2021,822.22,7.34,14.15,12.39,5.24,13.39,10.92,13.54,7.575,1.241,2.272,0.607,0.9538
31/12/2020,808.99,7.1,14.21,11.9,5.15,13.18,10.95,13.2,7.43,1.3,2.261,0.5786,0.9542
30/12/2020,809.08,7.15,14.2,11.7,5.16,13.34,10.95,13.08,7.4,1.2765,2.254,0.5848,0.95
29/12/2020,809.22,6.99,14.28,11.67,5.18,13.41,10.95,13.04,7.4,1.25,2.25,0.591,0.962
28/12/2020,810.44,7.11,14.22,11.71,5.48,13.4,10.89,12.98,7.5,1.23,2.25,0.606,0.97
23/12/2020,787.48,7.11,14,11.63,5,12.93,10.5,12.8,7.15,1.069,2.122,0.579,0.905
22/12/2020,780.21,7.07,13.88,11.65,4.96,12.56,10.48,12.7,7.17,1.086,2.092,0.5744,0.907
21/12/2020,769.62,7,13.87,11.36,4.9,12.56,10.25,12.36,7.06,1.083,2.04,0.552,0.9
18/12/2020,800.06,7.2,14.55,11.67,5.05,12.85,10.67,12.77,7.245,1.197,2.145,0.583,0.979
17/12/2020,790.77,6.95,14,11.6,5.27,12.72,10.46,12.6318,6.94,1.1755,2.16,0.58,0.979
16/12/2020,792.31,6.98,14.21,11.65,5.29,12.58,10.66,12.6911,6.925,1.215,2.13,0.59,0.994
15/12/2020,787.32,6.94,14,11.68,5.27,12.82,10.39,12.2568,6.9,1.28,2.116,0.578,0.9628
14/12/2020,788.02,6.93,14,11.75,5.06,12.96,10.5,12.6713,6.975,1.2725,2.091,0.573,0.944
11/12/2020,779.04,6.77,14.09,11.57,5,13.05,10.35,13.1647,6.845,1.22,2.01,0.5794,0.912
10/12/2020,774.32,6.9,14.49,11.41,5,13.5,10.35,12.6121,6.91,1.196,1.905,0.5644,0.85
09/12/2020,796.01,7,14.82,11.4,5.15,13.85,10.21,12.6911,6.915,1.305,2.08,0.605,0.937
08/12/2020,791.17,6.97,15.1,11.5,4.7,14.2,10.2,12.5134,7,1.276,2.018,0.583,0.9
07/12/2020,786.85,6.9,15.04,11.55,4.51,14.1,10.31,12.3753,6.93,1.257,1.988,0.567,0.88
04/12/2020,784.95,6.51,15.22,11.54,4.4,14.23,10.56,12.6318,7,1.23,1.9585,0.5574,0.8282
03/12/2020,766.82,6.52,15.05,11.2,4.41,14.23,10.15,12.7305,7.075,1.183,1.8,0.535,0.79
02/12/2020,759.47,6.5,14.7,11.07,4.375,14.05,9.59,12.9279,6.765,1.183,1.8,0.535,0.789
01/12/2020,758.22,6.45,14.5538,10.97,4.39,14,9.68,12.8292,6.85,1.2,1.75,0.524,0.794
30/11/2020,736.92,6.1,14.6123,10.9,4.5,13.97,9.45,12.8095,6.91,1.12,1.517,0.4897,0.722
27/11/2020,736.6,6.15,14.4953,10.8,4.21,13.66,9.65,12.8095,6.845,1.11,1.52,0.4979,0.711
26/11/2020,726.92,6,14.4271,10.68,4,13.62,9.04,12.9082,6.5,1.098,1.46,0.4797,0.705
25/11/2020,705.21,5.85,14.1736,10.42,3.86,13.31,8.585,12.395,6.25,1.02,1.389,0.462,0.658
24/11/2020,702.85,5.86,14.0956,10.41,3.975,13.24,8.6,12.3358,5.98,1.07,1.385,0.4742,0.68
23/11/2020,700.43,5.92,13.6082,10.38,3.91,13.1,8.4,11.8423,5.98,1.08,1.445,0.4759,0.6786
20/11/2020,699.45,5.8,13.9397,10.36,4.22,13,8.6,11.7437,5.975,1.04,1.4075,0.4645,0.6612
19/11/2020,699.2,5.89,14.2906,10.3,4.23,12.85,8.53,11.7239,5.9,1,1.4,0.458,0.6636
18/11/2020,708.16,5.87,14.5245,10.54,4.5,12.93,8.7,11.7437,5.98,0.971,1.4,0.4589,0.67
17/11/2020,690.99,5.72,14.6903,10.18,4.635,12.66,8.56,11.5463,5.855,0.8722,1.31,0.4399,0.62
16/11/2020,691.36,5.62,14.4758,10.15,4.5,12.47,8.84,11.6252,5.855,0.828,1.369,0.4498,0.635
13/11/2020,655.68,5.52,13.7447,9.9,4,12.16,8.49,11.3489,5.55,0.7054,1.215,0.3932,0.546
12/11/2020,657.01,5.54,14.3393,9.855,3.89,12.05,8.5,11.4871,5.595,0.73,1.25,0.3926,0.5604
11/11/2020,658.42,5.58,14.5635,9.8,4.05,12.35,8.58,11.4476,5.595,0.749,1.22,0.3939,0.5634
10/11/2020,651.77,5.6,14.5245,9.975,3.71,12.9,8.49,11.6252,5.5,0.762,1.15,0.385,0.543
09/11/2020,655.5,5.66,14.5343,10.14,3.455,13.1,8.035,11.8423,5.49,0.8356,1.1885,0.39,0.537
06/11/2020,588.1,5.05,12.9356,9.77,2.66,12.42,7.3,11.2305,5.06,0.7026,0.92,0.3091,0.4164
05/11/2020,590.16,5.05,12.8479,9.64,2.65,12.29,7.47,11.3489,5.07,0.6998,0.96,0.306,0.428
04/11/2020,588.24,5.06,13.0623,9.655,2.665,12,7.5,11.3687,4.97,0.68,0.986,0.31,0.4337
03/11/2020,584.48,5.03,13.1403,9.4,2.56,11.82,7.31,11.7437,4.97,0.648,0.96,0.3031,0.438
02/11/2020,572.88,5.05,11.9803,9.35,2.55,11.65,7,11.2502,4.9,0.6202,0.902,0.288,0.425
30/10/2020,569.5,5.05,11.6976,9.38,2.64,11.42,6.925,11.2897,4.8,0.655,0.8966,0.2847,0.433
29/10/2020,564.93,4.955,11.9413,9.245,2.695,11.2,7,11.1515,4.73,0.65,0.8852,0.29,0.431
27/10/2020,595.16,5.2,12.38,9.805,2.68,12.21,7.48,11.7831,4.998,0.719,0.93,0.3014,0.465
26/10/2020,595.97,5.28,12.2825,9.57,2.84,11.92,7.8,11.5463,5,0.718,0.942,0.3024,0.466
23/10/2020,612.32,5.43,12.458,9.75,2.825,11.85,8.1,11.7437,5.16,0.948,0.988,0.323,0.502
22/10/2020,608.9,5.41,12.7699,9.57,2.8,11.64,8,11.8029,5.15,0.94,0.984,0.322,0.5
21/10/2020,619.98,5.45,12.9941,9.64,2.89,12.09,8.1,11.8226,5.19,0.9956,1.03,0.328,0.52
20/10/2020,623.27,5.45,12.9161,9.725,2.89,12.3,8.18,11.7437,5.23,1.015,1.048,0.3321,0.515
19/10/2020,618.13,5.46,12.8186,9.655,2.9,12.14,8.15,11.7437,5.11,1.027,1.02,0.3275,0.494
16/10/2020,620.18,5.51,12.8771,9.495,2.93,12.24,8.18,11.7042,5.235,1.033,1.04,0.325,0.496
15/10/2020,619.26,5.49,13.1793,9.46,2.92,12.45,8.23,11.7437,5.17,1.05,1.04,0.325,0.493
14/10/2020,632.81,5.54,13.4133,9.9,3.02,12.6,8.4,11.7437,5.36,1.0615,1.067,0.3413,0.507
13/10/2020,636.32,5.48,13.7349,9.875,2.99,12.74,8.45,11.645,5.36,1.075,1.089,0.3513,0.516
12/10/2020,637.39,5.5,13.9397,9.64,2.97,12.72,8.35,11.7239,5.29,1.09,1.086,0.3524,0.517
09/10/2020,651.47,5.64,14.1834,9.95,3.06,12.71,8.57,11.7437,5.52,1.134,1.163,0.375,0.5398
08/10/2020,648.56,5.65,14.2126,9.9,3.05,12.56,8.59,11.645,5.545,1.14,1.173,0.3759,0.534
07/10/2020,641.99,5.62,14.3296,9.86,3.13,12.47,8.29,11.2502,5.405,1.1155,1.129,0.3712,0.525
06/10/2020,644.35,5.55,14.5928,9.54,3.07,12.67,8.36,11.3292,5.36,1.12,1.15,0.38,0.52
05/10/2020,633.43,5.45,14.4271,9.6,2.805,12.7,8.18,11.1515,5.19,1.04,1.0625,0.362,0.506
02/10/2020,625.67,5.46,14.2126,9.25,2.92,12.4,8.01,11.191,5.02,1.04,1.055,0.362,0.506
01/10/2020,631.51,5.51,14.4466,9.32,2.965,12.41,8.155,11.1515,5.05,1.068,1.084,0.374,0.5116
30/09/2020,624.75,5.53,14.622,9.165,3.1,12.31,8.1,11.2502,5.08,1.065,1.08,0.3773,0.518
29/09/2020,623.36,5.48,14.3783,9.13,3.235,12.53,8.11,11.0529,5.05,1.0655,1.1085,0.3659,0.5138
28/09/2020,625.2,5.51,14.1931,8.99,3.32,12.8,7.99,11.0134,5.09,1.084,1.124,0.3622,0.517
25/09/2020,617.9,5.5,14.3783,8.875,3.29,12.85,7.9,10.8555,4.97,1.06,1.11,0.35,0.514
24/09/2020,619.96,5.55,14.3588,8.74,3.365,12.86,7.695,10.8555,4.85,1.088,1.12,0.361,0.5158
23/09/2020,622.34,5.62,14.817,8.8,3.37,12.66,7.715,10.8357,4.854,1.1,1.126,0.355,0.516
22/09/2020,624.62,5.7,14.9632,8.735,3.325,12.99,7.75,11.0529,4.864,1.081,1.1055,0.3571,0.523
21/09/2020,630.32,5.69,14.7487,8.67,3.4,13.25,8.005,11.2108,4.94,1.1,1.11,0.3611,0.523
18/09/2020,658.54,5.84,15.4506,8.91,3.72,13.78,8.4,11.5463,5.1,1.1755,1.17,0.385,0.5636
17/09/2020,663.25,5.7,15.5286,8.96,3.89,13.7,8.485,11.5266,5.115,1.18,1.176,0.3928,0.5782
16/09/2020,661.19,5.68,15.4896,8.7,3.76,13.6,8.505,11.5463,5.25,1.18,1.195,0.3968,0.588
15/09/2020,663.61,5.74,15.5383,8.8,3.78,13.66,8.5,11.4081,5.09,1.239,1.238,0.4077,0.61
14/09/2020,661.13,5.67,15.5968,8.925,3.625,13.6,8.6,11.3489,4.86,1.245,1.2285,0.4101,0.604
11/09/2020,636.03,5.6,14.817,8.75,3.495,13.26,8.35,11.4081,4.62,1.1495,1.121,0.3759,0.568
10/09/2020,637.95,5.56,14.6708,8.71,3.45,13.27,8.215,11.4279,4.7,1.175,1.146,0.3759,0.576
09/09/2020,631.74,5.48,14.2516,8.2,3.48,13.08,8.105,11.7437,4.49,1.145,1.132,0.371,0.577
08/09/2020,627.56,5.52,14.4271,8.1,3.42,13.03,8.02,11.7634,4.398,1.138,1.105,0.368,0.567
07/09/2020,641.33,5.58,14.5343,8.055,3.495,13.28,8.06,11.8423,4.45,1.198,1.171,0.3928,0.588
04/09/2020,639.29,5.62,14.661,7.9,3.495,13.23,8.03,11.7831,4.33,1.212,1.18,0.3968,0.589
03/09/2020,646.08,5.7,14.5245,8.05,3.46,13.73,8.165,11.8423,4.218,1.24,1.18,0.4027,0.589
02/09/2020,644.2,5.71,14.5635,8.05,3.535,13.99,7.96,11.8423,4.16,1.257,1.16,0.4047,0.5798
01/09/2020,639.6,5.6,14.3198,7.96,3.565,13.65,7.965,11.7437,4.084,1.235,1.159,0.4017,0.577
31/08/2020,633.98,5.65,14.1834,7.89,3.6,13.7,7.68,11.7042,4.008,1.207,1.1405,0.3989,0.5546
28/08/2020,634.47,5.6,14.4855,7.825,3.56,13.7,7.695,11.7042,3.95,1.23,1.18,0.402,0.557
27/08/2020,633.09,5.62,14.3198,7.77,3.58,13.69,7.8,11.7831,3.95,1.23,1.165,0.4017,0.537
26/08/2020,635.84,5.63,14.4368,7.94,3.55,13.7,7.97,11.645,3.93,1.212,1.16,0.4146,0.5438
25/08/2020,629.34,5.64,14.5148,7.765,3.54,13.6,7.935,11.1515,3.822,1.22,1.1345,0.4114,0.5304
24/08/2020,632.56,5.69,14.5733,7.75,3.55,13.58,7.7,11.4081,3.78,1.245,1.127,0.4116,0.531
21/08/2020,633.27,5.7,14.778,7.78,3.635,13.52,7.785,11.4673,3.79,1.24,1.146,0.4126,0.54
20/08/2020,636.92,5.73,14.9242,7.72,3.645,13.72,7.765,11.5266,3.794,1.27,1.1425,0.4166,0.544
19/08/2020,646.27,5.75,15.1484,7.74,3.7,13.68,7.81,11.4476,3.81,1.32,1.18,0.4305,0.5642
18/08/2020,643.98,5.75,15.3531,7.82,3.705,13.3,7.915,11.6252,3.84,1.27,1.179,0.4166,0.553
17/08/2020,637.12,5.74,15.4603,7.82,3.505,13.42,7.915,11.6252,3.886,1.216,1.1155,0.4106,0.5252
14/08/2020,634.37,5.73,15.5968,7.755,3.505,13.62,7.87,11.7239,3.86,1.17,1.11,0.4067,0.509
13/08/2020,637.27,5.85,16.2792,7.9,3.55,13.53,8.1,11.5858,3.9,1.1575,1.124,0.4052,0.5074
12/08/2020,634.97,5.8,15.8405,8.1,3.515,13.3,7.98,11.5266,3.87,1.17,1.1425,0.4008,0.516
11/08/2020,626.39,5.62,15.7723,7.835,3.455,13,7.85,11.5266,3.842,1.139,1.1155,0.3792,0.501
10/08/2020,617.33,5.63,15.4408,7.7,3.4,12.86,7.755,11.8423,3.702,1.1,1.08,0.367,0.495
07/08/2020,632.63,5.67,15.8893,8.09,3.6,13,8,11.5858,3.88,1.19,1.151,0.372,0.519
06/08/2020,640.6,5.7,15.9088,8.15,3.66,12.9,8.04,11.5068,3.93,1.253,1.2035,0.372,0.5354
05/08/2020,637.75,5.66,15.6943,8.08,3.64,12.65,8.02,11.4081,3.9,1.25,1.1895,0.3718,0.5416
04/08/2020,628.5,5.66,15.9867,7.955,3.515,12.5,7.94,11.0529,3.9,1.245,1.19,0.369,0.5492
03/08/2020,615.07,5.68,15.9575,7.82,3.49,12.3,7.86,10.8555,3.916,1.15,1.112,0.3472,0.509
31/07/2020,617.61,5.64,16.1914,7.84,3.55,12.5,7.63,10.895,3.83,1.157,1.1115,0.3529,0.522
30/07/2020,618.86,5.74,16.0355,7.845,3.66,12.46,7.825,10.6186,3.76,1.165,1.123,0.3594,0.525
29/07/2020,632.37,5.85,16.055,8.035,3.81,12.72,8.12,10.6581,3.86,1.204,1.1925,0.3829,0.552
28/07/2020,633.62,5.85,16.0355,7.94,3.815,12.6,8.02,10.6186,3.91,1.231,1.2065,0.3849,0.564
27/07/2020,626.08,5.71,16.0842,7.78,3.81,12.5,7.94,10.4015,3.846,1.22,1.207,0.3769,0.564
24/07/2020,634.32,6.08,16.3084,7.66,3.895,12.64,8.02,10.6384,3.87,1.235,1.23,0.3858,0.576
23/07/2020,640.35,6.17,16.4059,7.545,3.92,12.59,8.48,10.5594,3.864,1.252,1.26,0.3948,0.588
22/07/2020,647.76,6.15,16.4741,7.75,3.96,12.52,8.53,10.52,3.95,1.32,1.29,0.4106,0.615
21/07/2020,638.27,5.8,16.2987,7.54,4,12.35,8.6,10.3621,3.85,1.28,1.241,0.3948,0.5988
20/07/2020,653.15,6.03,16.1817,7.79,4.07,12.58,8.73,10.6384,3.998,1.29,1.28,0.4051,0.618
17/07/2020,641.48,5.9,15.6163,7.69,4.055,12.52,8.6043,10.4607,3.88,1.245,1.217,0.3928,0.5938
16/07/2020,637.55,5.91,16.016,7.65,4,12.25,8.6962,10.3423,3.654,1.235,1.193,0.3849,0.5922
15/07/2020,637.29,5.9,15.6456,7.7,4.05,12.16,8.5076,9.9673,3.63,1.25,1.21,0.3918,0.6028
14/07/2020,629.24,5.86,15.5676,7.545,3.975,12.48,8.3385,9.7699,3.58,1.26,1.18,0.3814,0.595
13/07/2020,630.72,5.92,15.2069,7.48,3.94,12.25,8.2466,9.8193,3.588,1.27,1.206,0.3868,0.604
10/07/2020,632.97,5.94,15.3921,7.365,3.91,11.96,8.4013,9.7897,3.586,1.309,1.232,0.3918,0.6198
09/07/2020,636.84,6.1,15.7918,7.47,3.985,11.81,8.353,9.8489,3.62,1.335,1.2215,0.3958,0.6312
08/07/2020,641.07,6.04,16.1817,7.38,3.93,11.6046,8.2079,9.839,3.596,1.403,1.256,0.3997,0.644
07/07/2020,644.12,5.97,16.6301,7.3,4.05,11.4996,8.1838,9.8588,3.576,1.482,1.29,0.4067,0.669
06/07/2020,655.79,6,16.5521,7.465,4.145,11.9481,8.3916,9.8884,3.69,1.5345,1.34,0.4206,0.687
03/07/2020,658.55,6.08,16.3767,7.7,4.075,11.9291,8.6043,9.7798,3.682,1.545,1.3305,0.4187,0.685
02/07/2020,662,6.24,16.2207,7.725,4.13,11.9291,8.6527,9.7798,3.672,1.562,1.353,0.4206,0.701
01/07/2020,641.43,6.01,15.5481,7.38,4.055,11.4805,8.1161,9.543,3.464,1.511,1.279,0.4135,0.683
30/06/2020,638.9,5.97,15.5968,7.28,3.98,11.4614,8.1644,9.4837,3.45,1.57,1.248,0.4047,0.662
29/06/2020,635.86,5.89,15.202,7.22,3.95,11.4519,8.2369,9.3456,3.33,1.4995,1.255,0.3938,0.6424
26/06/2020,641.95,5.88,15.1732,7.2,4,11.5092,8.295,9.316,3.46,1.553,1.285,0.3987,0.65
25/06/2020,650.6,5.85,15.1636,7.51,4.145,11.3183,8.295,9.2568,3.61,1.62,1.329,0.4166,0.681
24/06/2020,665.01,6.03,15.615,7.66,4.35,11.8336,8.6285,9.2765,3.65,1.665,1.3555,0.4255,0.6998
23/06/2020,676.04,6.16,15.3173,7.6483,4.34,12.0531,8.6043,9.3357,3.688,1.7125,1.416,0.4305,0.722
22/06/2020,670.36,6.22,15.8743,7.653,4.18,11.9291,8.5221,9.3357,3.6,1.69,1.37,0.4237,0.7074
19/06/2020,668.34,6.28,15.8454,7.5719,4.155,11.6046,8.614,9.3707,3.6,1.718,1.389,0.4205,0.71
18/06/2020,662.39,6.22,15.4613,7.5862,4.2,11.4137,8.5076,9.1188,3.59,1.6595,1.35,0.4145,0.679
17/06/2020,672.5,6.18,15.9415,7.5432,4.385,11.6428,8.643,9.206,3.69,1.649,1.355,0.4185,0.689
16/06/2020,676.91,6.16,15.4613,7.7151,4.37,12.1104,8.5753,9.1963,3.64,1.5505,1.34,0.4166,0.6868
15/06/2020,647.98,6,14.8851,7.3809,4.03,11.8909,8.3433,9.0413,3.344,1.412,1.24,0.3936,0.642
12/06/2020,646.8,5.92,15.4997,7.2329,4.015,11.6237,8.4351,8.9541,3.35,1.451,1.257,0.392,0.639
11/06/2020,644.9,6.04,15.0964,7.2377,3.77,11.6332,8.44,9.0122,3.28,1.44,1.235,0.3864,0.6276
10/06/2020,662.67,6.29,15.3845,7.4668,4.055,11.4328,8.5076,9.0994,3.416,1.5205,1.36,0.4067,0.666
09/06/2020,678.68,6.49,15.3941,7.6435,4.4,11.4519,9.0249,9.1769,3.56,1.57,1.46,0.4281,0.697
05/06/2020,683.46,6.59,15.7878,7.801,4.505,11.8145,8.6527,9.2351,3.63,1.522,1.4515,0.4245,0.67
04/06/2020,669.79,6.55,15.4709,7.3666,4.315,12.015,8.411,9.2254,3.5,1.45,1.36,0.3868,0.615
03/06/2020,674.07,6.57,15.6822,7.4,4.265,11.9672,8.5076,9.1382,3.52,1.439,1.36,0.3944,0.609
02/06/2020,670.97,6.37,16.1816,7.3427,4.19,12.139,8.5076,9.5742,3.56,1.39,1.29,0.3868,0.5756
01/06/2020,658.35,6.1,15.759,7.1613,4.18,12.0722,8.1451,9.5452,3.56,1.44,1.234,0.3829,0.556
29/05/2020,652.58,6.25,15.613,6.7985,4.28,12.0818,8.1209,9.7293,3.38,1.415,1.209,0.3769,0.555
28/05/2020,665.04,6.16,15.9766,7.0324,4.56,12.0054,8.5753,9.6615,3.26,1.43,1.3,0.4216,0.609
27/05/2020,660.3,6.26,16.3975,6.9417,4.6,11.8336,8.5076,9.6712,3.1,1.44,1.293,0.4216,0.6098
26/05/2020,635.47,6.03,15.4313,6.7412,4.56,11.5378,7.7342,9.6518,3.12,1.225,1.19,0.3829,0.562
25/05/2020,624.32,6.21,14.9625,6.6934,4.4,11.5473,7.7439,9.6905,3.088,1.09,1.04,0.3313,0.525
22/05/2020,609.2,6.08,14.8286,6.7125,4.42,11.4614,7.7246,9.458,2.894,1.043,0.95,0.3064,0.5052
21/05/2020,608.34,6.12,14.8286,6.6839,4.43,11.7287,7.71,8.9541,2.8,1.02,0.9204,0.3025,0.498
20/05/2020,610.52,6.15,14.9242,6.7316,4.85,11.7382,7.6375,8.9153,2.86,1.02,0.918,0.3055,0.498
19/05/2020,601.16,6,14.5416,6.6075,4.77,11.6905,7.6859,8.518,2.638,1.04,0.953,0.3035,0.51
18/05/2020,609.52,6.18,14.4459,6.5168,5.06,11.7382,7.8116,8.4211,2.6,1.09,1.01,0.3174,0.552
15/05/2020,593.26,6,14.0345,6.2065,4.8,11.5187,7.6569,8.3048,2.43,1.06,0.976,0.2843,0.536
14/05/2020,588.12,5.85,14.0441,6.2065,4.54,11.366,7.5409,8.2951,2.44,1.0535,0.9616,0.2807,0.52
13/05/2020,590.84,5.68,13.671,6.3019,4.49,11.1656,7.5892,8.14,2.45,1.101,0.999,0.2976,0.53
12/05/2020,596.65,5.85,13.671,6.4929,4.57,10.7648,7.5892,8.0916,2.512,1.117,1.14,0.3312,0.5918
11/05/2020,596.34,5.83,13.6805,6.5216,4.64,10.6694,7.5892,8.111,2.53,1.12,1.137,0.3288,0.6
08/05/2020,604.05,6.02,13.671,6.7412,4.45,10.8984,7.6859,8.0528,2.6,1.121,1.128,0.3289,0.6056
07/05/2020,602.47,5.99,13.5753,6.3974,4.35,11.1179,7.623,8.0431,2.54,1.102,1.13,0.3323,0.61
06/05/2020,600.67,5.55,13.5657,6.2256,4.155,11.2419,7.6327,8.0044,2.5,1.126,1.152,0.3323,0.615
05/05/2020,610.39,5.51,13.5849,6.3974,4.46,11.2992,7.7922,8.0819,2.55,1.148,1.18,0.347,0.63
04/05/2020,602.36,5.58,13.3266,6.216,4.45,11.595,7.8164,7.9947,2.49,1.117,1.13,0.3363,0.612
30/04/2020,628.25,6,13.671,6.4929,5.88,11.5473,7.9276,8.266,2.65,1.218,1.239,0.3652,0.667
29/04/2020,641.94,6.05,13.671,6.7412,5.9,11.6046,7.8792,8.2273,2.688,1.28,1.3,0.3883,0.695
28/04/2020,634.96,6.11,13.5083,6.7221,5.6,11.2992,7.7729,8.0722,2.67,1.253,1.29,0.3721,0.682
27/04/2020,626.16,6.25,13.1544,6.6839,5.25,11.1656,7.6955,8.1594,2.71,1.235,1.2095,0.3531,0.648
24/04/2020,606.41,6.03,13.0109,6.4404,5.2,10.8602,7.681,7.985,2.68,1.17,1.143,0.3351,0.6056
23/04/2020,610.48,5.9,13.0109,6.4356,5.39,11.1465,7.5505,7.9462,2.5,1.17,1.2,0.346,0.625
22/04/2020,595.41,5.78,12.102,6.2876,5.3,11.2992,6.9125,7.8203,2.4,1.1135,1.0745,0.3353,0.6
21/04/2020,591.02,5.7,12.4369,6.3067,5.37,10.9747,6.956,7.83,2.436,1.12,1.06,0.3273,0.6
16/04/2020,606.75,5.93,13.2787,6.4547,5.04,11.1847,6.6031,7.9656,2.54,1.256,1.17,0.3638,0.68
15/04/2020,607.57,5.74,14.2737,6.3688,5.27,10.9747,6.8254,7.7718,2.51,1.3,1.21,0.372,0.69
14/04/2020,628.19,5.98,14.3598,6.5025,5.5,11.3469,7.0091,7.9365,2.64,1.36,1.281,0.3968,0.7296
09/04/2020,607.29,5.8,13.7571,6.216,4.95,11.3374,6.9608,7.6458,2.546,1.34,1.2725,0.3968,0.72
08/04/2020,609.09,6.02,14.3024,6.3354,4.845,11.4233,6.8641,7.6458,2.59,1.34,1.275,0.3968,0.7206
07/04/2020,607.73,5.99,14.532,6.2733,4.8,11.3565,6.956,7.4714,2.53,1.314,1.258,0.377,0.702
06/04/2020,586.46,5.86,14.1493,6.0155,4.55,11.4042,6.5741,7.2582,2.416,1.2455,1.13,0.3571,0.669
03/04/2020,540.74,5.32,12.9152,5.4044,4.26,10.5262,6.2841,6.9675,2.21,1.14,1.02,0.3341,0.61
02/04/2020,541.44,5.4,12.6952,5.5381,4.1,10.9079,6.0907,7.045,2.172,1.14,1.02,0.3442,0.6274
01/04/2020,536.45,5.55,11.5471,5.5381,4.17,9.9727,6.1874,6.8803,2.17,1.22,1.108,0.3559,0.621
31/03/2020,558.3,5.7,11.7863,5.8245,4.15,10.4785,6.6998,7.0644,2.27,1.352,1.239,0.3918,0.701
30/03/2020,558.7,5.58,12.1499,5.9677,4.09,10.7362,6.8641,7.1516,2.21,1.235,1.18,0.4126,0.675
